,background,question,model,explanation,acc,background_recall,ques_recall,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,model_size
380,A 53-year-old man comes to the physician because of a dry scaly rash on his body for the past year. He has had a 15-kg (33-lb) weight loss during the past year. He is 178 cm (5 ft 10 in) tall and now weighs 54 kg (120 lb); BMI is 17 kg/m². His stools have a large volume and float. Which of the following nutrient deficiencies is most likely?,Which of the following nutrient deficiencies is most likely?,14B-Qwen25,"Given the patient's symptoms and medical history, the most likely deficiency is Vitamin B12 (cobalamin). Here’s why: - Dry Scaly Rash: This symptom can be associated with various conditions, but it is not typically a primary sign of magnesium, vitamin A, vitamin C, or zinc deficiency. - Weight Loss: Significant weight loss over a year could indicate malnutrition or an underlying condition that affects nutrient absorption, such as celiac disease or pernicious anemia, which can lead to vitamin B12 deficiency. - BMI of 17 kg/m²: This indicates severe underweight status, which can result from malabsorption syndromes or other chronic diseases. - Large Volume and Floating Stools: This suggests steatorrhea, which is often seen in fat malabsorption due to pancreatic insufficiency, celiac disease, or other malabsorption syndromes. These conditions can also impair the absorption of vitamin B12. Why Other Options Are Less Likely: - Magnesium: Deficiency usually presents with neuromuscular symptoms like muscle weakness, tremors, and arrhythmias rather than a dry scaly rash or significant weight loss. - Vitamin A: While vitamin A deficiency can cause skin changes, it typically does not present with steatorrhea or significant weight loss without other signs of poor nutrition. - Vitamin C: Deficiency (scurvy) causes bruising, bleeding gums, and joint pain, not a dry scaly rash or steatorrhea. - Zinc: Although zinc deficiency can cause dermatitis, it is less commonly associated with steatorrhea and significant weight loss compared to vitamin B12 deficiency in the context provided. Therefore, considering the patient's symptoms and the presence of steatorrhea, vitamin B12 deficiency stands out as the most plausible diagnosis among the given options.",False,0.23,0.0,0.0,0.0192,0.1114,0.0519,0.0075,0.037,0.037,0.4051,14.0
384,"An 18-year-old woman with sickle cell disease is brought to the emergency department by her parents because of a 2-hour history of severe abdominal pain and nausea. Her parents say that she had a cheeseburger, milk shake, and chocolate bar for lunch. Her temperature is 37°C (98.6°F). Physical examination shows tenderness over the right upper quadrant of the abdomen, radiating to the right shoulder. Ultrasonography of the right upper quadrant of the abdomen shows gallstones. Which of the following is the most likely underlying cause of this patient's current condition?",Which of the following is the most likely underlying cause of this patient's current condition?,14B-Qwen25,"This patient presents with symptoms consistent with acute cholecystitis, which is often associated with gallstones. The presence of gallstones in the context of sickle cell disease can be particularly problematic due to the increased risk of vaso-occlusive crises, which can lead to ischemia and subsequent inflammation in various organs, including the gallbladder. Option A (Decreased hepatic secretion of lecithin) is incorrect because while lecithin is an important component of bile, its decreased secretion does not directly correlate with the formation of gallstones, especially not in the context of sickle cell disease. Option B (Decreased reabsorption of bile salts) is incorrect because decreased reabsorption of bile salts would typically lead to more watery stools rather than the formation of gallstones. Option C (High ratio of cholesterol to bile acids in bile) is correct because the high ratio of cholesterol to bile acids leads to supersaturation of cholesterol in the bile, which can result in the precipitation of cholesterol crystals and eventually the formation of gallstones. This is a common mechanism for gallstone formation and is relevant here as it explains the presence of gallstones seen on ultrasonography. Option D (Infestation with parasites secreting β-glucuronidase) is incorrect because parasitic infestations are not a typical cause of gallstones, nor do they commonly present with the clinical picture described here. Option E (Overload of unconjugated bilirubin) is incorrect because while sickle cell disease can lead to hemolysis and increased unconjugated bilirubin levels, this does not directly cause gallstones. However, hyperbilirubinemia can contribute to pigment gallstone formation, but the primary issue in this case is the presence of cholesterol stones, which are more common and are related to the high cholesterol-to-bile acid ratio. Therefore, the most likely underlying cause of this patient's current condition is a high ratio of cholesterol to bile acids in bile, leading to the formation of gallstones and subsequent cholecystitis.",False,0.14,1.0,0.0206,0.038,0.2939,0.0912,0.0673,0.0912,0.0912,0.4763,14.0
392,A 28-year-old man comes to the physician because of a 2-month history of a rash on his wrists and hands. He is a first-year mortuary science student. He also works on his grandfather's farm each weekend. His hobbies include raising homing pigeons and repairing vintage motorcycles. He recently changed to a different type of laundry detergent to save money. Physical examination shows a diffuse erythematous rash involving both hands up to the wrist creases. The rash does not extend over any other parts of the body. Which of the following is the most likely cause of this patient's rash?,Which of the following is the most likely cause of this patient's rash?,14B-Qwen25,"Given the patient's occupation as a mortuary science student and his hobby of working on a farm, pesticide exposure (Option D) is the most likely cause of his rash. Mortuary science students often handle embalming fluids and other chemicals that can irritate the skin, and pesticides used on farms can also lead to dermatitis, especially if proper protective measures are not taken. The rash is localized to the hands and wrists, which suggests contact dermatitis, a common reaction to irritants or allergens that come into direct contact with the skin. - Option A (Change in laundry detergent): While changes in detergents can cause allergic reactions, the rash is localized to the hands and wrists, which would be unusual for a detergent-related issue unless the patient was directly handling the detergent. - Option B (Exposure to chemicals during motorcycle repair): Although exposure to chemicals during motorcycle repair could potentially cause a rash, the specific location of the rash (hands and wrists) and the patient's occupation and hobby suggest a more likely culprit related to his work or farm activities. - Option C (Handling pigeons): Pigeon droppings can contain bacteria and fungi that might cause skin irritation, but this is less likely than pesticide exposure given the patient's occupation and the specific location of the rash. - Option E (Use of latex gloves): Latex allergies typically present as generalized urticaria or localized dermatitis, but they usually do not confine themselves strictly to the hands and wrists without affecting other areas where gloves might be worn. Additionally, there is no mention of the patient using latex gloves in his daily activities. Therefore, considering all factors, including the patient's occupation and hobbies, pesticide exposure is the most plausible cause of the rash.",False,0.28,1.0,0.0093,0.0336,0.2058,0.0858,0.0465,0.0726,0.0726,0.456,14.0
394,"A healthy 30-year-old woman participates in a study of the relationship between cardiovascular function and posture. Placed in a room with a comfortable temperature (72°F) and humidity (40%), she moves from a standing to a supine position. Which of the following sets of changes is most likely in the reflex control of this woman's cardiovascular system?",Which of the following sets of changes is most likely in the reflex control of this woman's cardiovascular system?,14B-Qwen25,"When a person transitions from a standing to a supine (lying down) position, several physiological adjustments occur in the cardiovascular system to maintain blood pressure and ensure adequate perfusion of vital organs. The key changes relevant to this question involve the carotid sinus baroreceptors, atrial stretch receptors, and vagal efferent activity to the heart. 1. Carotid Sinus Baroreceptor Activity: These receptors are located in the walls of the carotid sinuses and detect changes in arterial blood pressure. When a person moves from a standing to a supine position, gravity no longer pulls blood downward into the lower extremities, leading to an initial pooling of blood in the upper body and a transient increase in central venous pressure and blood volume returning to the heart. However, because the carotid sinus baroreceptors are sensitive to changes in arterial pressure rather than venous pressure, they will detect the drop in arterial pressure that occurs as the body initially struggles to maintain blood pressure in the upright position before compensatory mechanisms kick in. Therefore, carotid sinus baroreceptor activity decreases due to the drop in arterial pressure. 2. Atrial Stretch Receptor Activity: These receptors are located in the walls of the atria and respond to changes in atrial volume. In the supine position, there is an increase in venous return to the heart, which leads to increased atrial filling and stretching. This would normally lead to an increase in atrial stretch receptor activity; however, the context of the question seems to focus on the immediate response to the change in posture, where the primary concern is the drop in arterial pressure and the subsequent cardiac output adjustment. Given the complexity of the cardiovascular response, it is more accurate to consider the overall effect on the heart's function, which includes a decrease in atrial stretch receptor activity due to the body's attempt to reduce preload and maintain blood pressure. 3. Vagal Efferent Activity to the Heart: The vagus nerve plays a significant role in modulating heart rate and contractility through parasympathetic nervous system activity. When moving from a standing to a supine position, the body needs to increase cardiac output to maintain blood pressure. To achieve this, there is a reduction in vagal tone, which decreases vagal efferent activity to the heart, allowing for an increase in heart rate and contractility. Therefore, the most accurate set of changes in the reflex control of the cardiovascular system when transitioning from a standing to a supine position involves a decrease in carotid sinus baroreceptor activity, atrial stretch receptor activity, and vagal efferent activity to the heart, making option H the correct answer.",False,0.31,0.5,0.0042,0.0292,0.2181,0.0702,0.0308,0.057,0.057,0.4517,14.0
406,"A male newborn is delivered at term to a 28-year-old primigravid woman. Physical examination shows a broad, flat nose; low-set ears; a receding chin; prominent infraorbital folds; and bilateral abdominal masses. The newborn develops cyanosis, difficulty breathing, and polyuria and dies 24 hours after birth. At autopsy, examination shows pulmonary hypoplasia and enlarged, polycystic kidneys. Genetic testing shows two copies of a gene having a pathogenic mutation with a disease incidence rate in the general population of 1 in 10,000. Which of the following best describes the mutation occurrence rate for this newborn's disease?",Which of the following best describes the mutation occurrence rate for this newborn's disease?,14B-Qwen25,"The scenario described involves a male newborn who presents with a series of physical characteristics and clinical symptoms that suggest a specific genetic disorder. The presence of a broad, flat nose, low-set ears, a receding chin, prominent infraorbital folds, bilateral abdominal masses, cyanosis, difficulty breathing, polyuria, and death within 24 hours of birth, along with autopsy findings of pulmonary hypoplasia and enlarged, polycystic kidneys, strongly indicates a diagnosis of Potter sequence, which is often associated with renal agenesis (absence of one or both kidneys) or severe renal dysplasia (abnormal development of the kidneys). Potter sequence is typically caused by mutations in genes involved in kidney development, such as those encoding for components of the Sonic Hedgehog signaling pathway, including PAX2, SALL1, and REN. In this case, the genetic testing reveals that the newborn has two copies of a gene with a pathogenic mutation. This suggests an autosomal recessive inheritance pattern, where both parents must be carriers of the same mutated gene for their child to inherit the condition. Given that the disease incidence rate in the general population is 1 in 10,000, we can infer that the frequency of the mutant allele in the population is relatively rare. For an autosomal recessive disorder, the probability of an individual being affected (having two copies of the mutant allele) is the square of the frequency of the mutant allele (q^2). If the incidence of the disease is 1 in 10,000, then q^2 = 1/10,000, meaning q = 1/100. Therefore, the frequency of the mutant allele in the population is 1/100, and the probability of an individual being a carrier (having one copy of the mutant allele) is 2pq, but since p + q = 1, and p is much larger than q, the carrier frequency is approximately 2q = 2 * 1/100 = 1/50. However, the question specifically asks about the mutation occurrence rate for the disease, which directly corresponds to the incidence rate given, i.e., 1 in 10,000. Therefore, the correct answer is E. 1/10,000, as it reflects the incidence rate of the disease in the general population, which is the direct measure of how frequently the mutation leading to this condition occurs.",False,0.75,0.5,0.0046,0.0205,0.1403,0.0571,0.0261,0.0468,0.0468,0.4698,14.0
467,"A 25-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of palpitations and heat intolerance. She delivered her child 3 months ago following an uncomplicated pregnancy and delivery. She is breast- feeding. She has no history of serious illness and takes no medications. She is 163 cm (5 ft 4 in) tall and weighs 54 kg (120 lb); BMI is 21 kg/m². Temperature is 37°C (98.6°F), pulse is 106/min, respirations are 20/min, and blood pressure is 124/68 mm Hg. Examination shows moist palms and bilateral lid lag. No exophthalmos is noted. The thyroid gland is enlarged and nontender. No murmurs are heard on cardiac examination. Deep tendon reflexes are 3+. Serum studies show an undetectable TSH concentration, thyroxine (T₄) concentration of 20 μg/dL, and triiodothyronine (T₃) concentration of 275 ng/dL. Which of the following is the most likely mechanism of this patient's symptoms?",Which of the following is the most likely mechanism of this patient's symptoms?,14B-Qwen25,"The patient's presentation, including palpitations, heat intolerance, moist palms, lid lag, and an enlarged thyroid gland, along with laboratory findings of undetectable TSH, elevated T₄, and elevated T₃, strongly suggest hyperthyroidism. Given that she recently gave birth and is breastfeeding, postpartum thyroiditis or Graves' disease are both possible causes. However, the presence of TSH receptor autoantibodies is the most likely mechanism for her symptoms, as it is characteristic of Graves' disease, which is one of the most common causes of hyperthyroidism, especially in young women who have recently given birth. These antibodies stimulate the thyroid gland directly, leading to increased production of thyroid hormones without the need for TSH stimulation, which explains the undetectably low TSH levels despite high T₄ and T₃ levels. Option A (Activation of mutations of TSH receptors) is not typically associated with the clinical presentation described here. Mutations in the TSH receptor can lead to hyperthyroidism, but they are usually genetic and not acquired after delivery. Option B (Increased serum thyroglobulin concentration) does not explain the clinical picture or the laboratory results. Thyroglobulin is a precursor to thyroid hormones but its elevation alone does not cause hyperthyroidism. Option C (Ischemic injury to the hypothalamus) would more likely result in hypothyroidism due to decreased TSH production rather than hyperthyroidism. Option D (Lymphocytic infiltration of the thyroid) could be seen in Hashimoto's thyroiditis, which typically presents with hypothyroidism rather than hyperthyroidism. While postpartum thyroiditis can involve lymphocytic infiltration, it often progresses from hyperthyroidism to hypothyroidism over time, and the acute phase of hyperthyroidism is not primarily due to lymphocytic infiltration but rather to autoimmune mechanisms similar to those seen in Graves' disease. Therefore, the most likely mechanism for the patient's symptoms is the presence of TSH receptor autoantibodies, which is consistent with Graves' disease or possibly the hyperthyroid phase of postpartum thyroiditis.",False,0.18,1.0,0.0058,0.0289,0.2222,0.0748,0.0439,0.0685,0.0685,0.4366,14.0
474,A 53-year-old man comes to the physician because of a dry scaly rash on his body for the past year. He has had a 15-kg (33-lb) weight loss during the past year. He is 178 cm (5 ft 10 in) tall and now weighs 54 kg (120 lb); BMI is 17 kg/m². His stools have a large volume and float. Which of the following nutrient deficiencies is most likely?,Which of the following nutrient deficiencies is most likely?,32B-Qwen25,"The patient's symptoms and clinical presentation suggest a malabsorption syndrome, which can lead to various nutrient deficiencies. The key symptoms here are a dry, scaly rash, significant weight loss, and large, floating stools. These symptoms are indicative of malabsorption, which can be caused by conditions such as celiac disease, Crohn's disease, or pernicious anemia, among others. - Vitamin B12 (Cobalamin): This vitamin is crucial for the formation of red blood cells, nerve function, and DNA synthesis. Deficiency can lead to megaloblastic anemia, neurological symptoms, and dermatological manifestations such as a scaly rash. Given the patient's weight loss and malabsorption symptoms, a deficiency in Vitamin B12 is highly likely, especially if the malabsorption is due to a condition like pernicious anemia, where intrinsic factor, necessary for B12 absorption, is lacking. - Magnesium (A): While magnesium deficiency can cause various symptoms including muscle weakness, tremor, and arrhythmias, it is not typically associated with a scaly rash or the specific gastrointestinal symptoms described. - Vitamin A (B): Deficiency in Vitamin A can lead to night blindness and dry skin, but it is not typically associated with the gastrointestinal symptoms described here. - Vitamin C (D): Deficiency in Vitamin C can lead to scurvy, which includes symptoms like bleeding gums, bruising, and joint pain, but not the specific symptoms of malabsorption and weight loss described. - Zinc (E): Zinc deficiency can cause growth retardation, immune dysfunction, and skin lesions, but it is not typically associated with the gastrointestinal symptoms and weight loss described here. Given the clinical presentation, the most likely nutrient deficiency is Vitamin B12, making option C the best answer.",False,0.15,1.0,0.0,0.0215,0.1397,0.0582,0.0147,0.0436,0.0436,0.4201,32.0
478,"An 18-year-old woman with sickle cell disease is brought to the emergency department by her parents because of a 2-hour history of severe abdominal pain and nausea. Her parents say that she had a cheeseburger, milk shake, and chocolate bar for lunch. Her temperature is 37°C (98.6°F). Physical examination shows tenderness over the right upper quadrant of the abdomen, radiating to the right shoulder. Ultrasonography of the right upper quadrant of the abdomen shows gallstones. Which of the following is the most likely underlying cause of this patient's current condition?",Which of the following is the most likely underlying cause of this patient's current condition?,32B-Qwen25,"The patient's presentation with severe abdominal pain, nausea, and tenderness over the right upper quadrant of the abdomen, along with ultrasonography showing gallstones, suggests cholelithiasis (gallstones). The formation of gallstones is often associated with an imbalance in the composition of bile, particularly a high ratio of cholesterol to bile acids. This imbalance can lead to the precipitation of cholesterol crystals, which can then form gallstones. A. Decreased hepatic secretion of lecithin: Lecithin is a phospholipid that helps to solubilize cholesterol in bile. A decrease in lecithin secretion could contribute to cholesterol gallstone formation, but it is not the primary cause in this scenario. B. Decreased reabsorption of bile salts: Bile salts are crucial for the emulsification of fats and the solubilization of cholesterol. Decreased reabsorption of bile salts can lead to a deficiency of bile acids, which can contribute to cholesterol gallstone formation. However, this is not the most direct cause in the context of the patient's symptoms and imaging findings. C. High ratio of cholesterol to bile acids in bile: This is the most likely underlying cause of the patient's gallstones. When the concentration of cholesterol in bile exceeds the solubilizing capacity of bile acids and phospholipids, cholesterol can precipitate and form gallstones. D. Infestation with parasites secreting β-glucuronidase: This is not a common cause of gallstones. Parasitic infestations can cause various gastrointestinal symptoms, but they are not typically associated with gallstone formation. E. Overload of unconjugated bilirubin: This condition is more commonly associated with hemolytic anemia and can lead to pigment gallstones, not cholesterol gallstones. While the patient has sickle cell disease, which can cause hemolysis, the symptoms and imaging findings suggest cholesterol gallstones rather than pigment gallstones. In summary, the most likely underlying cause of the patient's current condition is a high ratio of cholesterol to bile acids in bile, leading to the formation of cholesterol gallstones.",False,0.38,1.0,0.0114,0.0368,0.2771,0.0909,0.061,0.0909,0.0909,0.4616,32.0
486,A 28-year-old man comes to the physician because of a 2-month history of a rash on his wrists and hands. He is a first-year mortuary science student. He also works on his grandfather's farm each weekend. His hobbies include raising homing pigeons and repairing vintage motorcycles. He recently changed to a different type of laundry detergent to save money. Physical examination shows a diffuse erythematous rash involving both hands up to the wrist creases. The rash does not extend over any other parts of the body. Which of the following is the most likely cause of this patient's rash?,Which of the following is the most likely cause of this patient's rash?,32B-Qwen25,"The patient's rash is localized to the hands and wrists, which suggests a contact dermatitis. Contact dermatitis can be caused by irritants or allergens that come into direct contact with the skin. Given the patient's recent change in laundry detergent, this is a likely cause of the rash. Detergents can contain various chemicals that may irritate the skin or cause an allergic reaction, especially if the patient has sensitive skin or if the new detergent contains different or harsher chemicals than the previous one. B. Exposure to chemicals during motorcycle repair - While this could be a potential cause, the patient's rash is localized to the hands and wrists, and there is no mention of specific exposure to irritants or allergens during motorcycle repair that would be more likely than the change in detergent. C. Handling pigeons - This is less likely to be the cause of the rash. While handling animals can sometimes lead to skin reactions, the patient's rash is localized to the hands and wrists, and there is no indication of any specific reaction to the pigeons. D. Pesticide exposure - The patient works on his grandfather's farm each weekend, which could involve exposure to pesticides. However, the rash is localized to the hands and wrists, and there is no specific mention of pesticide use or direct contact with pesticides. Additionally, the timing of the rash coincides with the change in laundry detergent, making this less likely. E. Use of latex gloves - The patient's occupation as a mortuary science student suggests he may use latex gloves, which can cause allergic contact dermatitis. However, the rash is diffuse and involves both hands up to the wrist creases, which is more consistent with a contact irritant or allergen that covers a larger area of the hands, such as a detergent. Given the information provided, the change in laundry detergent is the most plausible cause of the patient's rash, as it directly affects the skin on the hands and wrists and coincides with the onset of the rash.",False,0.39,1.0,0.0,0.0294,0.1637,0.073,0.0395,0.0674,0.0674,0.4371,32.0
488,"A healthy 30-year-old woman participates in a study of the relationship between cardiovascular function and posture. Placed in a room with a comfortable temperature (72°F) and humidity (40%), she moves from a standing to a supine position. Which of the following sets of changes is most likely in the reflex control of this woman's cardiovascular system?",Which of the following sets of changes is most likely in the reflex control of this woman's cardiovascular system?,32B-Qwen25,"When a person moves from a standing to a supine position, several physiological changes occur in the cardiovascular system to maintain homeostasis. The key changes in reflex control of the cardiovascular system in this scenario are as follows: 1. Carotid Sinus Baroreceptor Activity: These receptors are sensitive to changes in blood pressure. When a person moves from a standing to a supine position, there is an increase in venous return to the heart, which leads to an increase in central blood volume and, consequently, an increase in blood pressure. This increase in blood pressure stimulates the carotid sinus baroreceptors, leading to an increase in their activity. 2. Atrial Stretch Receptor Activity: These receptors are located in the atria of the heart and are sensitive to the volume of blood returning to the heart. When a person moves from a standing to a supine position, there is an increase in venous return, which stretches the atria. However, the increase in venous return is not as significant as the increase in central blood volume, and the atrial stretch receptors are less sensitive to this change compared to the carotid sinus baroreceptors. Therefore, their activity decreases. 3. Vagal Efferent Activity to the Heart: The vagus nerve (parasympathetic nervous system) plays a role in slowing the heart rate. When blood pressure increases due to the supine position, the increased activity of the carotid sinus baroreceptors leads to a decrease in vagal efferent activity to the heart. This decrease in vagal activity helps to maintain heart rate and prevent bradycardia. Given these points, the correct answer is D, which states that Carotid Sinus Baroreceptor Activity increases, while Atrial Stretch Receptor Activity and Vagal Efferent Activity to the Heart decrease. This accurately reflects the physiological changes that occur when a person moves from a standing to a supine position.",False,0.23,0.5,0.0,0.0382,0.1778,0.0867,0.0312,0.0557,0.0557,0.4613,32.0
500,"A male newborn is delivered at term to a 28-year-old primigravid woman. Physical examination shows a broad, flat nose; low-set ears; a receding chin; prominent infraorbital folds; and bilateral abdominal masses. The newborn develops cyanosis, difficulty breathing, and polyuria and dies 24 hours after birth. At autopsy, examination shows pulmonary hypoplasia and enlarged, polycystic kidneys. Genetic testing shows two copies of a gene having a pathogenic mutation with a disease incidence rate in the general population of 1 in 10,000. Which of the following best describes the mutation occurrence rate for this newborn's disease?",Which of the following best describes the mutation occurrence rate for this newborn's disease?,32B-Qwen25,"The newborn described in the scenario exhibits features consistent with a genetic disorder, specifically autosomal recessive polycystic kidney disease (ARPKD). The key points in the description that support this diagnosis include the physical features (broad, flat nose; low-set ears; receding chin; prominent infraorbital folds), the presence of bilateral abdominal masses, and the autopsy findings of pulmonary hypoplasia and enlarged, polycystic kidneys. Given that the newborn has two copies of a gene with a pathogenic mutation, this indicates an autosomal recessive inheritance pattern. In autosomal recessive conditions, both parents must be carriers of the mutation for the child to be affected. The incidence rate in the general population of 1 in 10,000 refers to the frequency of the disease, not the carrier rate. To calculate the carrier rate, we use the Hardy-Weinberg principle. If the incidence of the disease is 1 in 10,000, this means that the frequency of the homozygous recessive genotype (q^2) is 1/10,000. Therefore, q (the frequency of the recessive allele) is the square root of 1/10,000, which is 1/100. The frequency of carriers (heterozygous individuals) is 2pq, where p is the frequency of the dominant allele (1-q). Since q is 1/100, p is 99/100. Thus, the carrier frequency is 2 (99/100) (1/100) = 198/10,000, which simplifies to approximately 1/50. However, the question asks for the mutation occurrence rate for the newborn's disease, which is the frequency of the recessive allele (q), not the carrier rate. Since q is 1/100, the frequency of the mutation in the population is 1/100. But the question is asking for the probability of two carriers (parents) having an affected child, which is q^2, or 1/10,000 for the disease, but for the mutation occurrence rate in the context of the parents being carriers, it's the square root of the disease incidence, which is 1/100 for each allele, and the probability of both parents passing it on is 1/400. Therefore, the correct answer is B. 1/400, as it represents the probability of two carriers having an affected child with the disease.",False,0.5,1.0,0.0046,0.0227,0.1744,0.0633,0.0371,0.058,0.058,0.4094,32.0
561,"A 25-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of palpitations and heat intolerance. She delivered her child 3 months ago following an uncomplicated pregnancy and delivery. She is breast- feeding. She has no history of serious illness and takes no medications. She is 163 cm (5 ft 4 in) tall and weighs 54 kg (120 lb); BMI is 21 kg/m². Temperature is 37°C (98.6°F), pulse is 106/min, respirations are 20/min, and blood pressure is 124/68 mm Hg. Examination shows moist palms and bilateral lid lag. No exophthalmos is noted. The thyroid gland is enlarged and nontender. No murmurs are heard on cardiac examination. Deep tendon reflexes are 3+. Serum studies show an undetectable TSH concentration, thyroxine (T₄) concentration of 20 μg/dL, and triiodothyronine (T₃) concentration of 275 ng/dL. Which of the following is the most likely mechanism of this patient's symptoms?",Which of the following is the most likely mechanism of this patient's symptoms?,32B-Qwen25,"The patient's symptoms and laboratory findings are consistent with hyperthyroidism, specifically Graves' disease, which is an autoimmune disorder characterized by the presence of TSH receptor autoantibodies (TRAb). These autoantibodies mimic the action of TSH, leading to overstimulation of the thyroid gland and excessive production of thyroid hormones (T₃ and T₄). This explains the patient's symptoms of palpitations and heat intolerance, as well as the physical examination findings of moist palms, bilateral lid lag, and an enlarged thyroid gland. The undetectable TSH level, elevated T₄, and elevated T₃ levels are also indicative of hyperthyroidism. A. Activation of mutations of TSH receptors: While mutations in the TSH receptor can lead to hyperthyroidism, this is not the most common mechanism in the context of the patient's presentation. The presence of autoantibodies is more likely given the clinical scenario. B. Increased serum thyroglobulin concentration: Elevated thyroglobulin can be seen in various thyroid conditions, but it is not a specific indicator of hyperthyroidism or the mechanism behind the patient's symptoms. C. Ischemic injury to the hypothalamus: This would not explain the hyperthyroid state and the elevated thyroid hormone levels seen in this patient. Ischemic injury to the hypothalamus would more likely result in hypothyroidism due to decreased TSH production. D. Lymphocytic infiltration of the thyroid: This is characteristic of Hashimoto's thyroiditis, an autoimmune condition that typically leads to hypothyroidism, not hyperthyroidism. The patient's symptoms and lab results are not consistent with hypothyroidism. E. Presence of TSH receptor autoantibodies: This is the correct answer as it directly explains the hyperthyroid state and the clinical presentation of the patient. The autoantibodies bind to and activate the TSH receptor, leading to increased thyroid hormone production and the symptoms of hyperthyroidism.",False,0.16,1.0,0.0,0.0342,0.1522,0.0861,0.04,0.0861,0.0861,0.4444,32.0
568,A 53-year-old man comes to the physician because of a dry scaly rash on his body for the past year. He has had a 15-kg (33-lb) weight loss during the past year. He is 178 cm (5 ft 10 in) tall and now weighs 54 kg (120 lb); BMI is 17 kg/m². His stools have a large volume and float. Which of the following nutrient deficiencies is most likely?,Which of the following nutrient deficiencies is most likely?,72B-Qwen25,"The patient's presentation, including significant weight loss, low BMI, and large, floating stools, suggests malabsorption syndrome. Malabsorption can lead to deficiencies in various nutrients, but the symptoms and clinical context here point most strongly to a deficiency in Vitamin B12 (cobalamin). - Vitamin B12 (cobalamin) (C): This is the most likely deficiency in this case. Vitamin B12 is absorbed in the ileum and requires intrinsic factor for proper absorption. Malabsorption syndromes, such as celiac disease, Crohn's disease, or atrophic gastritis, can impair the absorption of Vitamin B12. The patient's symptoms, including weight loss and malabsorption (indicated by large, floating stools), are consistent with a B12 deficiency. Additionally, a deficiency in B12 can lead to neurological symptoms and anemia, which might not be fully evident yet but could develop over time. - Magnesium (A): While magnesium deficiency can occur in malabsorption syndromes, it is less likely to be the primary issue here. Magnesium deficiency typically presents with muscle weakness, tremors, and cardiac arrhythmias, which are not mentioned in the patient's symptoms. - Vitamin A (B): Vitamin A deficiency is more commonly associated with night blindness and xerophthalmia. While it can occur in malabsorption syndromes, the patient's symptoms do not specifically point to a deficiency in Vitamin A. - Vitamin C (D): Vitamin C deficiency, known as scurvy, typically presents with symptoms such as bruising, bleeding gums, and joint pain. The patient's symptoms do not align with these classic signs of Vitamin C deficiency. - Zinc (E): Zinc deficiency can cause skin changes, including a scaly rash, and can also lead to weight loss. However, the specific symptoms of large, floating stools and the context of malabsorption make Vitamin B12 deficiency a more likely primary issue. Given the patient's history and symptoms, the most likely nutrient deficiency is Vitamin B12 (cobalamin). Further diagnostic testing, such as a serum B12 level, would be necessary to confirm this diagnosis.",False,0.23,1.0,0.0,0.0181,0.1209,0.0491,0.0062,0.0307,0.0307,0.4138,72.0
